"Tree","MDI_1","p_1","MDI_2","p_2","MDI_3","p_3","MDI_4","p_4","MDI_5","p_5","MDI_6","p_6","MDI_7","p_7","MDI_8","p_8","MDI_9","p_9","MDI_10","p_10","MDI_11","p_11","MDI_12","p_12","MDI_13","p_13","MDI_14","p_14","MDI_15","p_15","MDI_16","p_16","MDI_17","p_17","MDI_18","p_18","MDI_19","p_19"
558,0.039,0.578,0.206,0.901,0.636,1,0.374,0.995,0.246,0.94,0.041,0.576,0.257,0.954,0.191,0.878,0.039,0.581,0.187,0.87,0.014,0.516,-0.037,0.375,0.076,0.661,-0.004,0.465,0.634,1,0.05,0.596,0,0.478,0.061,0.637,-0.005,0.463
559,0.012,0.497,0.177,0.919,0.474,1,0.308,0.993,0.169,0.907,0.048,0.624,0.225,0.955,0.115,0.81,0.013,0.515,0.114,0.808,0.005,0.502,-0.073,0.259,0.016,0.54,-0.036,0.359,0.477,1,-0.004,0.461,-0.05,0.301,-0.002,0.466,-0.034,0.363
560,-0.01,0.453,0.188,0.87,0.454,0.998,0.279,0.942,0.169,0.823,0.001,0.486,0.204,0.846,0.1,0.708,-0.032,0.408,0.109,0.733,-0.041,0.38,-0.099,0.243,0.019,0.543,-0.081,0.293,0.523,0.999,-0.011,0.457,-0.08,0.294,0.007,0.495,-0.08,0.298
561,-0.034,0.394,0.164,0.846,0.45,1,0.301,0.982,0.13,0.783,0.026,0.535,0.234,0.917,0.06,0.623,-0.017,0.43,0.058,0.627,-0.02,0.421,-0.096,0.237,-0.022,0.42,-0.054,0.341,0.445,0.999,-0.038,0.379,-0.056,0.323,-0.03,0.389,-0.06,0.339
562,0.067,0.635,0.188,0.888,0.341,0.99,0.282,0.979,0.222,0.932,0.078,0.676,0.226,0.944,0.159,0.842,0.039,0.589,0.162,0.851,0.047,0.587,-0.028,0.412,0.026,0.539,0.008,0.5,0.409,0.999,0.015,0.515,-0.006,0.453,0.028,0.544,0.004,0.478
563,-0.058,0.328,0.113,0.723,0.343,0.993,0.246,0.934,0.104,0.738,-0.022,0.407,0.176,0.873,0.045,0.578,-0.056,0.34,0.054,0.597,-0.072,0.274,-0.128,0.165,-0.047,0.345,-0.098,0.22,0.412,0.996,-0.06,0.302,-0.107,0.228,-0.07,0.291,-0.092,0.243
564,0.044,0.587,0.189,0.909,0.598,1,0.373,0.994,0.192,0.91,0.089,0.706,0.276,0.968,0.152,0.855,0.06,0.616,0.145,0.823,0.05,0.588,-0.016,0.428,0.079,0.687,0.037,0.569,0.591,1,0.046,0.599,0.033,0.557,0.065,0.639,0.022,0.533
565,-0.043,0.343,0.176,0.893,0.517,1,0.346,0.991,0.178,0.88,0.01,0.489,0.25,0.946,0.095,0.726,-0.036,0.365,0.104,0.744,-0.043,0.352,-0.111,0.154,-0.012,0.427,-0.083,0.226,0.534,1,-0.042,0.336,-0.082,0.229,-0.041,0.351,-0.065,0.275
566,-0.031,0.37,0.133,0.828,0.465,0.999,0.318,0.992,0.113,0.771,0.018,0.505,0.209,0.921,0.057,0.622,-0.015,0.424,0.078,0.682,-0.027,0.386,-0.074,0.258,-0.01,0.44,-0.014,0.423,0.453,1,-0.022,0.406,-0.02,0.397,-0.025,0.399,-0.01,0.432
567,0.083,0.709,0.277,0.98,0.465,1,0.336,0.995,0.309,0.985,0.077,0.695,0.29,0.993,0.231,0.958,0.055,0.642,0.232,0.963,0.058,0.658,0.014,0.523,0.106,0.766,0.038,0.585,0.536,1,0.088,0.737,0.033,0.567,0.103,0.753,0.031,0.558
568,-0.009,0.447,0.168,0.825,0.457,0.999,0.325,0.985,0.158,0.838,0.038,0.572,0.226,0.942,0.09,0.704,0.011,0.495,0.093,0.717,-0.002,0.467,-0.049,0.344,0.022,0.531,-0.008,0.438,0.493,1,0.007,0.48,-0.013,0.432,0.015,0.512,0,0.457
569,-0.021,0.424,0.192,0.862,0.559,1,0.346,0.993,0.222,0.921,0.002,0.486,0.263,0.958,0.141,0.779,-0.033,0.4,0.152,0.833,-0.035,0.38,-0.097,0.234,0.016,0.523,-0.066,0.309,0.586,1,0,0.479,-0.068,0.305,0.009,0.5,-0.056,0.321
570,-0.032,0.405,0.154,0.791,0.406,0.992,0.249,0.918,0.115,0.723,0.023,0.53,0.197,0.847,0.049,0.592,-0.031,0.399,0.049,0.583,-0.035,0.394,-0.104,0.235,-0.021,0.443,-0.081,0.285,0.443,0.997,-0.03,0.395,-0.092,0.251,-0.022,0.427,-0.07,0.31
571,-0.002,0.469,0.211,0.899,0.45,0.995,0.313,0.971,0.227,0.909,0.027,0.542,0.259,0.939,0.111,0.725,-0.012,0.448,0.128,0.782,-0.02,0.434,-0.087,0.271,0.005,0.475,-0.061,0.328,0.51,0.999,-0.007,0.458,-0.064,0.304,-0.026,0.411,-0.047,0.361
572,0.018,0.515,0.201,0.903,0.495,1,0.349,0.989,0.221,0.934,0.044,0.577,0.28,0.967,0.139,0.796,0.008,0.494,0.131,0.792,0.006,0.491,-0.094,0.251,-0.01,0.45,-0.047,0.361,0.504,0.998,-0.029,0.399,-0.061,0.317,-0.014,0.436,-0.06,0.318
573,-0.031,0.364,0.177,0.903,0.445,0.999,0.287,0.985,0.164,0.872,-0.017,0.415,0.211,0.942,0.08,0.7,-0.033,0.352,0.092,0.724,-0.052,0.298,-0.112,0.148,-0.035,0.36,-0.06,0.276,0.414,1,-0.058,0.287,-0.064,0.268,-0.05,0.306,-0.058,0.28
574,0.001,0.48,0.203,0.9,0.511,0.999,0.357,0.991,0.216,0.905,0.029,0.555,0.275,0.963,0.126,0.771,-0.001,0.481,0.129,0.779,-0.015,0.433,-0.074,0.294,0.028,0.549,-0.042,0.371,0.53,0.999,0.006,0.486,-0.035,0.411,0.016,0.512,-0.031,0.407
575,0.064,0.634,0.248,0.907,0.572,1,0.393,0.989,0.286,0.949,0.076,0.632,0.309,0.971,0.2,0.854,0.039,0.564,0.191,0.854,0.03,0.541,-0.034,0.403,0.052,0.588,0.009,0.494,0.58,1,0.046,0.583,-0.005,0.46,0.063,0.624,-0.003,0.472
576,-0.049,0.346,0.155,0.848,0.37,0.992,0.302,0.986,0.108,0.764,0.033,0.558,0.234,0.941,0.042,0.575,-0.009,0.438,0.051,0.616,-0.014,0.429,-0.104,0.185,-0.036,0.372,-0.064,0.287,0.377,0.995,-0.047,0.332,-0.067,0.259,-0.058,0.304,-0.068,0.274
577,-0.01,0.44,0.223,0.926,0.496,1,0.37,0.996,0.228,0.938,0.044,0.599,0.301,0.986,0.14,0.819,-0.002,0.458,0.124,0.802,-0.016,0.424,-0.097,0.203,-0.013,0.427,-0.042,0.348,0.496,0.999,-0.031,0.375,-0.053,0.321,-0.02,0.396,-0.059,0.302
578,0.008,0.486,0.111,0.746,0.422,0.999,0.304,0.977,0.122,0.767,0.046,0.594,0.185,0.884,0.1,0.736,0.016,0.518,0.1,0.727,0.013,0.498,-0.056,0.312,0.026,0.55,-0.014,0.423,0.464,0.999,0.002,0.472,-0.017,0.426,0.009,0.486,-0.005,0.461
579,0.066,0.625,0.23,0.95,0.533,1,0.356,0.987,0.213,0.916,0.103,0.755,0.26,0.957,0.147,0.834,0.085,0.698,0.155,0.85,0.081,0.684,0.014,0.512,0.085,0.708,0.041,0.59,0.547,1,0.074,0.67,0.045,0.578,0.084,0.701,0.06,0.636
580,-0.032,0.397,0.208,0.916,0.525,1,0.374,0.997,0.243,0.939,0.003,0.475,0.29,0.979,0.137,0.796,-0.041,0.376,0.145,0.801,-0.053,0.333,-0.117,0.204,-0.022,0.413,-0.062,0.306,0.535,1,-0.053,0.346,-0.076,0.272,-0.029,0.394,-0.074,0.309
581,0.021,0.542,0.204,0.9,0.634,1,0.346,0.986,0.178,0.846,0.063,0.635,0.266,0.946,0.135,0.788,0.023,0.531,0.13,0.765,0.01,0.491,-0.074,0.297,0.035,0.579,-0.027,0.406,0.53,1,0.006,0.491,-0.032,0.398,0.014,0.523,-0.03,0.401
582,0,0.472,0.163,0.84,0.466,0.999,0.295,0.972,0.192,0.878,0.025,0.535,0.22,0.895,0.103,0.713,-0.018,0.435,0.118,0.756,-0.011,0.436,-0.079,0.297,0.01,0.497,-0.05,0.361,0.51,1,-0.003,0.464,-0.054,0.34,0.006,0.475,-0.049,0.353
583,-0.024,0.421,0.164,0.811,0.541,1,0.324,0.972,0.147,0.801,0.052,0.591,0.245,0.93,0.07,0.649,0,0.466,0.076,0.66,-0.006,0.47,-0.09,0.265,-0.005,0.476,-0.046,0.347,0.529,1,-0.015,0.428,-0.061,0.328,-0.016,0.436,-0.048,0.351
584,0.001,0.472,0.193,0.865,0.34,0.985,0.283,0.964,0.158,0.816,0.062,0.627,0.233,0.925,0.084,0.675,0.009,0.503,0.088,0.68,0.006,0.496,-0.062,0.318,0.001,0.478,-0.025,0.409,0.394,0.99,-0.01,0.449,-0.035,0.392,0.009,0.503,-0.043,0.373
585,0.039,0.565,0.227,0.879,0.435,0.997,0.289,0.934,0.221,0.874,0.047,0.58,0.236,0.896,0.136,0.767,0.027,0.538,0.146,0.776,0.006,0.484,-0.055,0.372,0.037,0.562,-0.031,0.415,0.503,0.999,0.013,0.514,-0.043,0.408,0.044,0.58,-0.031,0.407
586,0.1,0.682,0.289,0.942,0.561,1,0.389,0.987,0.315,0.955,0.121,0.722,0.318,0.947,0.222,0.882,0.075,0.625,0.234,0.889,0.072,0.639,0.01,0.502,0.109,0.732,0.041,0.559,0.604,1,0.089,0.678,0.02,0.538,0.108,0.714,0.045,0.594
587,0.017,0.516,0.199,0.9,0.572,1,0.384,0.994,0.219,0.92,0.056,0.617,0.287,0.957,0.147,0.811,0.031,0.548,0.147,0.81,0.023,0.517,-0.056,0.354,0.047,0.58,0.002,0.474,0.57,1,0.016,0.496,-0.009,0.444,0.025,0.53,-0.003,0.462
588,0.045,0.592,0.182,0.862,0.599,1,0.342,0.991,0.204,0.901,0.065,0.643,0.239,0.932,0.146,0.83,0.039,0.575,0.152,0.829,0.038,0.572,-0.032,0.387,0.082,0.694,0.003,0.468,0.619,1,0.045,0.588,-0.014,0.434,0.06,0.633,0.01,0.51
589,0.016,0.509,0.147,0.825,0.436,0.997,0.318,0.98,0.174,0.861,0.058,0.609,0.236,0.93,0.12,0.763,0.018,0.51,0.118,0.757,0.014,0.503,-0.061,0.322,0.016,0.519,-0.023,0.428,0.5,1,0.003,0.476,-0.035,0.372,0.014,0.516,-0.032,0.389
590,0.006,0.498,0.223,0.903,0.412,0.999,0.299,0.97,0.227,0.915,0.043,0.602,0.239,0.929,0.117,0.756,0.003,0.483,0.138,0.783,-0.002,0.484,-0.094,0.255,-0.007,0.472,-0.058,0.342,0.441,1,-0.029,0.409,-0.067,0.329,-0.018,0.43,-0.056,0.346
591,0.104,0.719,0.179,0.863,0.527,1,0.314,0.989,0.261,0.958,0.104,0.705,0.213,0.92,0.219,0.909,0.096,0.699,0.199,0.895,0.074,0.655,0.033,0.553,0.113,0.727,0.063,0.62,0.53,1,0.098,0.69,0.062,0.614,0.104,0.703,0.08,0.654
592,0.053,0.602,0.259,0.919,0.756,1,0.459,0.993,0.257,0.927,0.095,0.684,0.346,0.976,0.202,0.846,0.047,0.581,0.196,0.838,0.051,0.6,-0.047,0.356,0.101,0.698,0.029,0.544,0.746,1,0.063,0.603,0.005,0.481,0.082,0.654,0.009,0.498
593,-0.036,0.393,0.212,0.884,0.418,0.995,0.304,0.969,0.177,0.869,0.011,0.502,0.25,0.922,0.092,0.692,-0.034,0.386,0.089,0.704,-0.035,0.379,-0.118,0.186,-0.013,0.445,-0.079,0.278,0.477,0.996,-0.029,0.399,-0.083,0.276,-0.018,0.435,-0.075,0.295
594,-0.117,0.186,0.088,0.695,0.288,0.972,0.132,0.775,0.049,0.597,-0.091,0.236,0.077,0.66,-0.034,0.383,-0.113,0.207,-0.022,0.408,-0.126,0.167,-0.147,0.123,-0.078,0.275,-0.15,0.125,0.335,0.988,-0.077,0.273,-0.16,0.141,-0.099,0.232,-0.125,0.173
595,0.012,0.493,0.129,0.793,0.417,1,0.293,0.984,0.162,0.877,0.04,0.571,0.194,0.918,0.125,0.786,0.031,0.554,0.121,0.795,0.021,0.536,-0.063,0.305,0.022,0.535,-0.043,0.347,0.472,1,0.013,0.499,-0.042,0.331,-0.006,0.438,-0.026,0.389
596,-0.02,0.432,0.218,0.944,0.563,1,0.398,1,0.154,0.863,0.053,0.618,0.299,0.987,0.095,0.732,0.008,0.489,0.097,0.745,-0.012,0.432,-0.121,0.147,-0.009,0.438,-0.058,0.292,0.523,1,-0.04,0.342,-0.068,0.29,-0.028,0.382,-0.063,0.287
597,0.092,0.693,0.207,0.875,0.541,1,0.389,0.993,0.24,0.9,0.138,0.783,0.297,0.957,0.191,0.866,0.094,0.702,0.198,0.886,0.076,0.656,-0.029,0.417,0.068,0.65,0.025,0.546,0.545,1,0.043,0.588,0.028,0.539,0.063,0.625,0.021,0.528
598,-0.011,0.437,0.201,0.913,0.387,0.998,0.3,0.985,0.205,0.913,0.014,0.515,0.244,0.95,0.119,0.776,-0.018,0.419,0.116,0.778,-0.031,0.386,-0.078,0.293,0.007,0.491,-0.074,0.279,0.45,1,-0.022,0.399,-0.062,0.307,-0.01,0.447,-0.046,0.349
599,0.018,0.526,0.232,0.942,0.458,0.999,0.308,0.977,0.252,0.954,0.03,0.568,0.253,0.959,0.155,0.856,0.001,0.482,0.156,0.843,-0.011,0.477,-0.051,0.334,0.024,0.553,-0.027,0.403,0.496,1,0.016,0.518,-0.034,0.382,0.021,0.523,-0.011,0.448
600,0.022,0.523,0.193,0.856,0.584,1,0.391,0.986,0.198,0.87,0.07,0.64,0.282,0.945,0.142,0.767,0.026,0.545,0.139,0.768,0.017,0.529,-0.057,0.344,0.064,0.637,-0.019,0.423,0.615,1,0.042,0.593,-0.019,0.438,0.06,0.615,-0.025,0.412
601,-0.076,0.248,0.125,0.796,0.348,0.995,0.306,0.991,0.093,0.701,-0.012,0.414,0.216,0.917,0.023,0.517,-0.056,0.312,0.014,0.5,-0.061,0.308,-0.123,0.165,-0.056,0.29,-0.083,0.254,0.389,0.997,-0.078,0.237,-0.079,0.234,-0.063,0.284,-0.07,0.274
602,-0.039,0.387,0.164,0.848,0.356,0.995,0.285,0.968,0.151,0.815,0.018,0.517,0.219,0.921,0.07,0.65,-0.018,0.426,0.082,0.672,-0.035,0.386,-0.117,0.196,-0.037,0.38,-0.087,0.274,0.394,0.998,-0.045,0.353,-0.087,0.273,-0.04,0.37,-0.084,0.276
603,0.029,0.565,0.15,0.838,0.572,1,0.359,0.996,0.17,0.87,0.07,0.646,0.256,0.948,0.139,0.821,0.048,0.607,0.133,0.819,0.036,0.556,-0.053,0.344,0.036,0.583,0.006,0.5,0.555,1,0.017,0.522,-0.012,0.433,0.028,0.547,-0.011,0.438
604,-0.036,0.375,0.13,0.763,0.381,0.99,0.287,0.961,0.106,0.719,0.027,0.539,0.201,0.873,0.057,0.591,-0.019,0.433,0.056,0.605,-0.017,0.432,-0.109,0.195,-0.034,0.385,-0.058,0.324,0.424,0.996,-0.055,0.343,-0.072,0.277,-0.056,0.328,-0.074,0.287
605,0.011,0.505,0.178,0.883,0.356,0.999,0.251,0.967,0.165,0.85,0.031,0.544,0.215,0.929,0.118,0.753,0.001,0.477,0.114,0.757,-0.008,0.446,-0.066,0.351,0.005,0.494,-0.042,0.388,0.405,1,-0.001,0.475,-0.058,0.355,-0.007,0.461,-0.04,0.391
606,0.011,0.507,0.265,0.951,0.515,1,0.335,0.978,0.239,0.925,0.045,0.576,0.289,0.965,0.126,0.766,0.016,0.523,0.15,0.808,0.002,0.483,-0.045,0.383,0.048,0.6,-0.016,0.449,0.511,1,0.022,0.534,-0.017,0.442,0.035,0.561,-0.025,0.424
607,-0.02,0.418,0.167,0.829,0.531,1,0.339,0.985,0.157,0.834,0.03,0.549,0.246,0.952,0.11,0.738,-0.017,0.426,0.099,0.736,-0.008,0.454,-0.112,0.187,-0.029,0.386,-0.073,0.282,0.508,0.999,-0.058,0.33,-0.082,0.275,-0.024,0.4,-0.079,0.266
608,0.004,0.484,0.157,0.82,0.464,0.999,0.328,0.98,0.138,0.788,0.049,0.596,0.227,0.919,0.088,0.688,0.02,0.517,0.096,0.724,0.001,0.479,-0.061,0.33,0.027,0.535,-0.029,0.407,0.499,1,0.014,0.509,-0.043,0.372,0.019,0.513,-0.033,0.394
609,-0.026,0.411,0.179,0.846,0.502,0.999,0.286,0.954,0.163,0.817,0.007,0.497,0.211,0.89,0.098,0.723,-0.025,0.412,0.105,0.711,-0.043,0.366,-0.107,0.223,0.007,0.505,-0.072,0.274,0.524,1,-0.023,0.435,-0.072,0.306,-0.004,0.471,-0.089,0.275
610,0.094,0.683,0.241,0.909,0.696,0.999,0.401,0.986,0.262,0.938,0.116,0.709,0.298,0.959,0.212,0.875,0.08,0.661,0.221,0.875,0.069,0.624,-0.006,0.466,0.143,0.77,0.045,0.587,0.717,1,0.105,0.718,0.034,0.559,0.125,0.738,0.033,0.549
611,0.089,0.701,0.229,0.931,0.482,0.999,0.306,0.984,0.265,0.972,0.091,0.696,0.238,0.948,0.205,0.908,0.071,0.657,0.217,0.891,0.067,0.646,0.012,0.511,0.092,0.717,0.022,0.546,0.527,1,0.067,0.646,0.018,0.528,0.096,0.688,0.025,0.546
612,0.025,0.557,0.194,0.915,0.46,1,0.333,0.991,0.196,0.905,0.065,0.641,0.244,0.956,0.133,0.805,0.022,0.532,0.127,0.794,0.021,0.525,-0.044,0.36,0.036,0.582,-0.015,0.439,0.488,1,0.017,0.53,-0.025,0.403,0.036,0.559,-0.017,0.425
613,-0.038,0.371,0.167,0.828,0.559,1,0.326,0.976,0.161,0.839,-0.002,0.465,0.238,0.92,0.104,0.711,-0.044,0.376,0.096,0.693,-0.052,0.341,-0.148,0.14,-0.04,0.379,-0.084,0.261,0.537,1,-0.072,0.294,-0.098,0.252,-0.049,0.353,-0.104,0.242
614,-0.014,0.428,0.135,0.835,0.453,0.998,0.254,0.971,0.119,0.797,0.026,0.54,0.179,0.915,0.075,0.694,0.015,0.527,0.075,0.677,-0.009,0.444,-0.075,0.254,0.005,0.476,-0.049,0.324,0.474,1,-0.012,0.433,-0.048,0.33,-0.022,0.418,-0.043,0.347
615,0.13,0.805,0.176,0.896,0.543,1,0.328,0.997,0.284,0.977,0.113,0.757,0.223,0.945,0.229,0.945,0.127,0.812,0.234,0.961,0.113,0.763,-0.003,0.455,0.084,0.691,0.046,0.596,0.552,1,0.063,0.642,0.041,0.597,0.075,0.68,0.042,0.579
616,-0.005,0.462,0.231,0.923,0.525,1,0.356,0.991,0.217,0.92,0.016,0.509,0.281,0.968,0.115,0.746,-0.003,0.462,0.122,0.769,-0.017,0.431,-0.072,0.279,0.032,0.562,-0.041,0.366,0.543,1,-0.012,0.437,-0.044,0.366,0.018,0.517,-0.019,0.424
617,0.039,0.586,0.166,0.864,0.569,1,0.38,0.998,0.219,0.928,0.055,0.617,0.267,0.96,0.184,0.87,0.031,0.549,0.178,0.865,0.018,0.503,-0.071,0.308,0.033,0.547,-0.018,0.424,0.581,1,0.009,0.502,-0.034,0.385,0.027,0.532,-0.03,0.396
618,-0.057,0.312,0.144,0.801,0.449,0.997,0.313,0.974,0.091,0.699,0.025,0.533,0.219,0.888,0.03,0.555,-0.019,0.429,0.035,0.563,-0.018,0.437,-0.116,0.199,-0.049,0.337,-0.062,0.325,0.422,0.997,-0.048,0.353,-0.065,0.304,-0.049,0.349,-0.053,0.352
619,0.007,0.485,0.162,0.863,0.52,1,0.314,0.987,0.18,0.888,0.051,0.604,0.231,0.943,0.104,0.74,0.026,0.529,0.108,0.747,0.011,0.498,-0.074,0.293,0.034,0.553,-0.037,0.374,0.554,1,0.01,0.489,-0.049,0.343,-0.002,0.453,-0.027,0.384
620,0.017,0.531,0.195,0.917,0.553,1,0.33,0.993,0.217,0.954,0.04,0.589,0.245,0.961,0.146,0.842,0.019,0.532,0.14,0.821,-0.001,0.466,-0.071,0.281,0.03,0.552,-0.029,0.385,0.532,1,0,0.465,-0.028,0.403,0.011,0.499,-0.033,0.386
621,-0.019,0.42,0.166,0.857,0.607,1,0.377,0.994,0.183,0.885,0.023,0.527,0.249,0.968,0.139,0.798,-0.01,0.443,0.126,0.796,-0.019,0.411,-0.099,0.215,0.011,0.511,-0.054,0.33,0.56,1,-0.029,0.379,-0.065,0.319,-0.019,0.421,-0.053,0.331
622,0.041,0.587,0.223,0.897,0.576,1,0.36,0.982,0.214,0.88,0.09,0.691,0.277,0.931,0.153,0.816,0.055,0.608,0.147,0.785,0.048,0.601,-0.04,0.395,0.074,0.638,-0.005,0.472,0.583,0.998,0.048,0.595,-0.012,0.455,0.068,0.64,0,0.484
623,-0.134,0.182,0.09,0.676,0.213,0.89,0.168,0.841,-0.007,0.45,-0.049,0.355,0.126,0.761,-0.067,0.312,-0.103,0.222,-0.061,0.323,-0.118,0.2,-0.168,0.123,-0.108,0.231,-0.135,0.198,0.244,0.924,-0.115,0.196,-0.134,0.178,-0.122,0.217,-0.117,0.218
624,0.069,0.675,0.197,0.907,0.494,1,0.33,0.991,0.245,0.962,0.076,0.685,0.236,0.942,0.18,0.897,0.071,0.676,0.182,0.901,0.069,0.663,0.003,0.476,0.067,0.665,0.049,0.623,0.513,1,0.054,0.626,0.046,0.608,0.073,0.686,0.044,0.592
625,0.047,0.618,0.176,0.865,0.521,1,0.313,0.981,0.205,0.902,0.059,0.621,0.212,0.917,0.161,0.855,0.045,0.588,0.176,0.86,0.041,0.564,-0.037,0.4,0.061,0.631,-0.021,0.418,0.565,1,0.033,0.555,-0.021,0.425,0.054,0.606,-0.002,0.481
626,-0.039,0.376,0.176,0.861,0.377,0.995,0.256,0.957,0.117,0.762,0.014,0.511,0.201,0.889,0.049,0.607,-0.026,0.404,0.054,0.624,-0.032,0.396,-0.088,0.242,-0.007,0.466,-0.071,0.282,0.44,0.998,-0.023,0.402,-0.083,0.247,-0.042,0.352,-0.061,0.312
627,-0.022,0.414,0.242,0.904,0.545,1,0.327,0.967,0.2,0.87,0.009,0.501,0.268,0.923,0.127,0.763,-0.017,0.435,0.122,0.751,-0.039,0.384,-0.103,0.245,0.003,0.489,-0.057,0.322,0.512,1,-0.012,0.465,-0.067,0.329,0.007,0.5,-0.066,0.334
628,0.047,0.607,0.298,0.961,0.629,1,0.417,0.996,0.316,0.969,0.066,0.649,0.337,0.981,0.219,0.903,0.037,0.574,0.205,0.916,0.037,0.576,-0.05,0.342,0.068,0.654,0.003,0.485,0.624,1,0.041,0.575,-0.002,0.477,0.048,0.602,-0.005,0.472
629,0.051,0.59,0.193,0.851,0.573,0.998,0.339,0.964,0.243,0.913,0.083,0.667,0.242,0.916,0.17,0.813,0.062,0.627,0.183,0.84,0.044,0.564,-0.031,0.425,0.079,0.646,0.001,0.476,0.608,1,0.063,0.624,-0.02,0.437,0.08,0.657,0.008,0.497
630,0.003,0.47,0.188,0.884,0.611,1,0.381,0.997,0.215,0.89,0.042,0.577,0.259,0.951,0.144,0.805,0.013,0.503,0.144,0.792,0.008,0.482,-0.063,0.321,0.039,0.566,-0.004,0.457,0.572,1,0.009,0.49,-0.025,0.405,0.016,0.509,-0.014,0.43
631,-0.049,0.322,0.144,0.842,0.422,0.999,0.316,0.99,0.116,0.772,0.025,0.557,0.21,0.928,0.058,0.641,-0.018,0.429,0.062,0.658,-0.028,0.38,-0.125,0.127,-0.029,0.371,-0.095,0.191,0.487,0.999,-0.04,0.349,-0.098,0.188,-0.055,0.3,-0.078,0.255
632,-0.051,0.362,0.186,0.848,0.471,0.997,0.28,0.948,0.116,0.719,0.022,0.539,0.225,0.876,0.051,0.596,-0.029,0.423,0.044,0.57,-0.048,0.377,-0.136,0.204,-0.019,0.449,-0.093,0.258,0.493,0.999,-0.038,0.398,-0.088,0.268,-0.015,0.452,-0.093,0.281
633,0.07,0.615,0.241,0.909,0.524,0.999,0.346,0.972,0.273,0.934,0.076,0.647,0.291,0.943,0.2,0.851,0.05,0.582,0.196,0.849,0.064,0.603,-0.024,0.438,0.102,0.69,0.005,0.491,0.561,1,0.05,0.582,-0.001,0.476,0.077,0.64,0.005,0.488
634,0.013,0.503,0.206,0.9,0.421,0.997,0.303,0.976,0.161,0.819,0.051,0.612,0.236,0.93,0.095,0.716,0.019,0.534,0.108,0.725,0.008,0.493,-0.082,0.264,-0.003,0.482,-0.041,0.361,0.433,0.999,-0.019,0.427,-0.053,0.339,-0.012,0.439,-0.045,0.353
635,-0.098,0.217,0.083,0.7,0.243,0.952,0.166,0.863,0.052,0.605,-0.061,0.298,0.11,0.761,-0.021,0.417,-0.096,0.22,-0.005,0.451,-0.104,0.209,-0.158,0.109,-0.093,0.217,-0.132,0.14,0.28,0.968,-0.111,0.184,-0.142,0.137,-0.098,0.213,-0.139,0.137
636,0.006,0.494,0.205,0.862,0.523,0.999,0.367,0.975,0.187,0.821,0.063,0.627,0.27,0.924,0.129,0.758,0.022,0.54,0.121,0.738,0.007,0.503,-0.099,0.245,0.006,0.495,-0.029,0.399,0.563,0.997,-0.012,0.452,-0.053,0.357,0.008,0.502,-0.04,0.387
637,0.032,0.553,0.266,0.938,0.492,1,0.358,0.984,0.245,0.929,0.074,0.641,0.303,0.976,0.157,0.813,0.027,0.542,0.173,0.833,0.033,0.553,-0.061,0.347,0.021,0.526,-0.024,0.429,0.507,1,0.01,0.506,-0.024,0.432,0.009,0.504,-0.023,0.428
638,0.079,0.648,0.233,0.889,0.741,1,0.432,0.988,0.274,0.918,0.105,0.693,0.321,0.962,0.23,0.893,0.084,0.637,0.223,0.883,0.073,0.629,0.008,0.491,0.143,0.757,0.063,0.615,0.74,1,0.11,0.712,0.05,0.594,0.128,0.736,0.052,0.576
639,0.044,0.592,0.178,0.906,0.634,1,0.365,0.997,0.178,0.91,0.066,0.667,0.235,0.947,0.131,0.833,0.066,0.67,0.146,0.848,0.047,0.62,-0.022,0.409,0.058,0.642,0.034,0.59,0.56,1,0.039,0.589,0.02,0.53,0.026,0.554,0.041,0.599
640,0.021,0.527,0.194,0.866,0.454,0.999,0.33,0.988,0.199,0.896,0.056,0.615,0.239,0.953,0.134,0.769,0.025,0.537,0.126,0.782,0.011,0.515,-0.048,0.365,0.038,0.579,-0.01,0.458,0.5,1,0.013,0.507,-0.014,0.437,0.039,0.571,-0.011,0.441
641,-0.005,0.46,0.193,0.904,0.471,1,0.325,0.987,0.197,0.902,0.02,0.526,0.251,0.959,0.139,0.809,-0.007,0.458,0.128,0.795,-0.014,0.435,-0.086,0.242,0.023,0.535,-0.031,0.378,0.523,1,-0.015,0.431,-0.045,0.343,0.011,0.506,-0.043,0.372
642,0.033,0.572,0.171,0.875,0.503,1,0.347,0.992,0.176,0.894,0.068,0.658,0.248,0.965,0.132,0.817,0.028,0.552,0.135,0.816,0.02,0.523,-0.08,0.264,0.017,0.519,-0.037,0.36,0.509,1,-0.002,0.471,-0.048,0.346,0.007,0.494,-0.029,0.404
643,-0.069,0.28,0.104,0.736,0.485,1,0.219,0.943,0.096,0.738,-0.055,0.316,0.125,0.777,0.048,0.611,-0.07,0.27,0.062,0.639,-0.072,0.266,-0.126,0.155,-0.004,0.465,-0.115,0.168,0.522,1,-0.028,0.397,-0.123,0.161,-0.055,0.304,-0.083,0.233
644,-0.021,0.419,0.174,0.824,0.411,0.998,0.3,0.968,0.181,0.856,0.019,0.513,0.234,0.924,0.105,0.715,-0.019,0.442,0.111,0.737,-0.024,0.415,-0.118,0.213,-0.027,0.416,-0.088,0.261,0.44,0.998,-0.052,0.348,-0.091,0.25,-0.035,0.381,-0.083,0.273
